Class	Survival	Name	Gender	Age group	Age	Siblings / Spouse aboard	Parents / Children aboard	Ticket number	Fare	Fare group	Cabin	Port of Embarkation	Boat	Destination
1	no	Millet, Mr. Francis Davis	male	60 - 69	65	0	0	13509	26.5500	30	E38	Southampton		East Bridgewater, MA
1	no	Minahan, Dr. William Edward	male	40 - 49	44	2	0	19928	90.0000	90	C78	Queenstown		Fond du Lac, WI
1	yes	Minahan, Miss. Daisy E	female	30 - 39	33	1	0	19928	90.0000	90	C78	Queenstown	14	Green Bay, WI
1	yes	Minahan, Mrs. William Edward (Lillian E Thorpe)	female	30 - 39	37	1	0	19928	90.0000	90	C78	Queenstown	14	Fond du Lac, WI
1	yes	Mock, Mr. Philipp Edmund	male	30 - 39	30	1	0	13236	57.7500	60	C78	Cherbourg	11	New York, NY
1	no	Molson, Mr. Harry Markland	male	50 - 59	55	0	0	113787	30.5000	30	C30	Southampton		Montreal, PQ
1	no	Moore, Mr. Clarence Bloomfield	male	40 - 49	47	0	0	113796	42.4000	40		Southampton		Washington, DC
1	no	Natsch, Mr. Charles H	male	30 - 39	37	0	1	PC 17596	29.7000	30	C118	Cherbourg		Brooklyn, NY
1	yes	Newell, Miss. Madeleine	female	30 - 39	31	1	0	35273	113.2750	110	D36	Cherbourg	6	Lexington, MA
1	yes	Newell, Miss. Marjorie	female	20 - 29	23	1	0	35273	113.2750	110	D36	Cherbourg	6	Lexington, MA
1	no	Newell, Mr. Arthur Webster	male	50 - 59	58	0	2	35273	113.2750	110	D48	Cherbourg		Lexington, MA
1	yes	Newsom, Miss. Helen Monypeny	female	10 - 19	19	0	2	11752	26.2833	30	D47	Southampton	5	New York, NY
1	no	Nicholson, Mr. Arthur Ernest	male	60 - 69	64	0	0	693	26.0000	30		Southampton		Isle of Wight, England
1	yes	Oliva y Ocana, Dona. Fermina	female	30 - 39	39	0	0	PC 17758	108.9000	110	C105	Cherbourg	8	
1	yes	Omont, Mr. Alfred Fernand	male	unknown		0	0	F.C. 12998	25.7417	30		Cherbourg	7	Paris, France
1	yes	Ostby, Miss. Helene Ragnhild	female	20 - 29	22	0	1	113509	61.9792	60	B36	Cherbourg	5	Providence, RI
1	no	Ostby, Mr. Engelhart Cornelius	male	60 - 69	65	0	1	113509	61.9792	60	B30	Cherbourg		Providence, RI
1	no	Ovies y Rodriguez, Mr. Servando	male	20 - 29	28.5	0	0	PC 17562	27.7208	30	D43	Cherbourg		?Havana, Cuba
1	no	Parr, Mr. William Henry Marsh	male	unknown		0	0	112052	0.0000	0		Southampton		Belfast
1	no	Partner, Mr. Austen	male	40 - 49	45.5	0	0	113043	28.5000	30	C124	Southampton		Surbiton Hill, Surrey
1	no	Payne, Mr. Vivian Ponsonby	male	20 - 29	23	0	0	12749	93.5000	90	B24	Southampton		Montreal, PQ
1	no	Pears, Mr. Thomas Clinton	male	20 - 29	29	1	0	113776	66.6000	70	C2	Southampton		Isleworth, England
1	yes	Pears, Mrs. Thomas (Edith Wearne)	female	20 - 29	22	1	0	113776	66.6000	70	C2	Southampton	8	Isleworth, England
1	no	Penasco y Castellana, Mr. Victor de Satode	male	10 - 19	18	1	0	PC 17758	108.9000	110	C65	Cherbourg		Madrid, Spain
1	yes	Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)	female	10 - 19	17	1	0	PC 17758	108.9000	110	C65	Cherbourg	8	Madrid, Spain
1	yes	Perreault, Miss. Anne	female	30 - 39	30	0	0	12749	93.5000	90	B73	Southampton	3	
1	yes	Peuchen, Major. Arthur Godfrey	male	50 - 59	52	0	0	113786	30.5000	30	C104	Southampton	6	Toronto, ON
1	no	Porter, Mr. Walter Chamberlain	male	40 - 49	47	0	0	110465	52.0000	50	C110	Southampton		Worcester, MA
1	yes	Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)	female	50 - 59	56	0	1	11767	83.1583	80	C50	Cherbourg	7	Mt Airy, Philadelphia, PA
1	no	Reuchlin, Jonkheer. John George	male	30 - 39	38	0	0	19972	0.0000	0		Southampton		Rotterdam, Netherlands
1	yes	Rheims, Mr. George Alexander Lucien	male	unknown		0	0	PC 17607	39.6000	40		Southampton	A	Paris /  New York, NY
1	no	Ringhini, Mr. Sante	male	20 - 29	22	0	0	PC 17760	135.6333	140		Cherbourg		
1	no	Robbins, Mr. Victor	male	unknown		0	0	PC 17757	227.5250	230		Cherbourg		
1	yes	Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)	female	40 - 49	43	0	1	24160	211.3375	210	B3	Southampton	2	St Louis, MO
1	no	Roebling, Mr. Washington Augustus II	male	30 - 39	31	0	0	PC 17590	50.4958	50	A24	Southampton		Trenton, NJ
1	yes	Romaine, Mr. Charles Hallace ("Mr C Rolmane")	male	40 - 49	45	0	0	111428	26.5500	30		Southampton	9	New York, NY
1	no	Rood, Mr. Hugh Roscoe	male	unknown		0	0	113767	50.0000	50	A32	Southampton		Seattle, WA
1	yes	Rosenbaum, Miss. Edith Louise	female	30 - 39	33	0	0	PC 17613	27.7208	30	A11	Cherbourg	11	Paris, France
1	no	Rosenshine, Mr. George ("Mr George Thorne")	male	40 - 49	46	0	0	PC 17585	79.2000	80		Cherbourg		New York, NY
1	no	Ross, Mr. John Hugo	male	30 - 39	36	0	0	13049	40.1250	40	A10	Cherbourg		Winnipeg, MB
1	yes	Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)	female	30 - 39	33	0	0	110152	86.5000	90	B77	Southampton	8	London  Vancouver, BC
1	no	Rothschild, Mr. Martin	male	50 - 59	55	1	0	PC 17603	59.4000	60		Cherbourg		New York, NY
1	yes	Rothschild, Mrs. Martin (Elizabeth L. Barrett)	female	50 - 59	54	1	0	PC 17603	59.4000	60		Cherbourg	6	New York, NY
1	no	Rowe, Mr. Alfred G	male	30 - 39	33	0	0	113790	26.5500	30		Southampton		London
1	yes	Ryerson, Master. John Borie	male	10 - 19	13	2	2	PC 17608	262.3750	260	B57 B59 B63 B66	Cherbourg	4	Haverford, PA / Cooperstown, NY
1	yes	Ryerson, Miss. Emily Borie	female	10 - 19	18	2	2	PC 17608	262.3750	260	B57 B59 B63 B66	Cherbourg	4	Haverford, PA / Cooperstown, NY
1	yes	Ryerson, Miss. Susan Parker "Suzette"	female	20 - 29	21	2	2	PC 17608	262.3750	260	B57 B59 B63 B66	Cherbourg	4	Haverford, PA / Cooperstown, NY
1	no	Ryerson, Mr. Arthur Larned	male	60 - 69	61	1	3	PC 17608	262.3750	260	B57 B59 B63 B66	Cherbourg		Haverford, PA / Cooperstown, NY
1	yes	Ryerson, Mrs. Arthur Larned (Emily Maria Borie)	female	40 - 49	48	1	3	PC 17608	262.3750	260	B57 B59 B63 B66	Cherbourg	4	Haverford, PA / Cooperstown, NY
1	yes	Saalfeld, Mr. Adolphe	male	unknown		0	0	19988	30.5000	30	C106	Southampton	3	Manchester, England
1	yes	Sagesser, Mlle. Emma	female	20 - 29	24	0	0	PC 17477	69.3000	70	B35	Cherbourg	9	
1	yes	Salomon, Mr. Abraham L	male	unknown		0	0	111163	26.0000	30		Southampton	1	New York, NY
1	yes	Schabert, Mrs. Paul (Emma Mock)	female	30 - 39	35	1	0	13236	57.7500	60	C28	Cherbourg	11	New York, NY
1	yes	Serepeca, Miss. Augusta	female	30 - 39	30	0	0	113798	31.0000	30		Cherbourg	4	
1	yes	Seward, Mr. Frederic Kimber	male	30 - 39	34	0	0	113794	26.5500	30		Southampton	7	New York, NY
1	yes	Shutes, Miss. Elizabeth W	female	40 - 49	40	0	0	PC 17582	153.4625	150	C125	Southampton	3	New York, NY / Greenwich CT
1	yes	Silverthorne, Mr. Spencer Victor	male	30 - 39	35	0	0	PC 17475	26.2875	30	E24	Southampton	5	St Louis, MO
1	no	Silvey, Mr. William Baird	male	50 - 59	50	1	0	13507	55.9000	60	E44	Southampton		Duluth, MN
1	yes	Silvey, Mrs. William Baird (Alice Munger)	female	30 - 39	39	1	0	13507	55.9000	60	E44	Southampton	11	Duluth, MN
1	yes	Simonius-Blumer, Col. Oberst Alfons	male	50 - 59	56	0	0	13213	35.5000	40	A26	Cherbourg	3	Basel, Switzerland
1	yes	Sloper, Mr. William Thompson	male	20 - 29	28	0	0	113788	35.5000	40	A6	Southampton	7	New Britain, CT
1	no	Smart, Mr. John Montgomery	male	50 - 59	56	0	0	113792	26.5500	30		Southampton		New York, NY
1	no	Smith, Mr. James Clinch	male	50 - 59	56	0	0	17764	30.6958	30	A7	Cherbourg		St James, Long Island, NY
1	no	Smith, Mr. Lucien Philip	male	20 - 29	24	1	0	13695	60.0000	60	C31	Southampton		Huntington, WV
1	no	Smith, Mr. Richard William	male	unknown		0	0	113056	26.0000	30	A19	Southampton		Streatham, Surrey
1	yes	Smith, Mrs. Lucien Philip (Mary Eloise Hughes)	female	10 - 19	18	1	0	13695	60.0000	60	C31	Southampton	6	Huntington, WV
1	yes	Snyder, Mr. John Pillsbury	male	20 - 29	24	1	0	21228	82.2667	80	B45	Southampton	7	Minneapolis, MN
1	yes	Snyder, Mrs. John Pillsbury (Nelle Stevenson)	female	20 - 29	23	1	0	21228	82.2667	80	B45	Southampton	7	Minneapolis, MN
1	yes	Spedden, Master. Robert Douglas	male	0 - 9	6	0	2	16966	134.5000	130	E34	Cherbourg	3	Tuxedo Park, NY
1	yes	Spedden, Mr. Frederic Oakley	male	40 - 49	45	1	1	16966	134.5000	130	E34	Cherbourg	3	Tuxedo Park, NY
1	yes	Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)	female	40 - 49	40	1	1	16966	134.5000	130	E34	Cherbourg	3	Tuxedo Park, NY
1	no	Spencer, Mr. William Augustus	male	50 - 59	57	1	0	PC 17569	146.5208	150	B78	Cherbourg		Paris, France
1	yes	Spencer, Mrs. William Augustus (Marie Eugenie)	female	unknown		1	0	PC 17569	146.5208	150	B78	Cherbourg	6	Paris, France
1	yes	Stahelin-Maeglin, Dr. Max	male	30 - 39	32	0	0	13214	30.5000	30	B50	Cherbourg	3	Basel, Switzerland
1	no	Stead, Mr. William Thomas	male	60 - 69	62	0	0	113514	26.5500	30	C87	Southampton		Wimbledon Park, London / Hayling Island, Hants
1	yes	Stengel, Mr. Charles Emil Henry	male	50 - 59	54	1	0	11778	55.4417	60	C116	Cherbourg	1	Newark, NJ
1	yes	Stengel, Mrs. Charles Emil Henry (Annie May Morris)	female	40 - 49	43	1	0	11778	55.4417	60	C116	Cherbourg	5	Newark, NJ
1	yes	Stephenson, Mrs. Walter Bertram (Martha Eustis)	female	50 - 59	52	1	0	36947	78.2667	80	D20	Cherbourg	4	Haverford, PA
1	no	Stewart, Mr. Albert A	male	unknown		0	0	PC 17605	27.7208	30		Cherbourg		Gallipolis, Ohio / ? Paris / New York
1	yes	Stone, Mrs. George Nelson (Martha Evelyn)	female	60 - 69	62	0	0	113572	80.0000	80	B28		6	Cincinatti, OH
1	no	Straus, Mr. Isidor	male	60 - 69	67	1	0	PC 17483	221.7792	220	C55 C57	Southampton		New York, NY
1	no	Straus, Mrs. Isidor (Rosalie Ida Blun)	female	60 - 69	63	1	0	PC 17483	221.7792	220	C55 C57	Southampton		New York, NY
1	no	Sutton, Mr. Frederick	male	60 - 69	61	0	0	36963	32.3208	30	D50	Southampton		Haddenfield, NJ
1	yes	Swift, Mrs. Frederick Joel (Margaret Welles Barron)	female	40 - 49	48	0	0	17466	25.9292	30	D17	Southampton	8	Brooklyn, NY
1	yes	Taussig, Miss. Ruth	female	10 - 19	18	0	2	110413	79.6500	80	E68	Southampton	8	New York, NY
1	no	Taussig, Mr. Emil	male	50 - 59	52	1	1	110413	79.6500	80	E67	Southampton		New York, NY
1	yes	Taussig, Mrs. Emil (Tillie Mandelbaum)	female	30 - 39	39	1	1	110413	79.6500	80	E67	Southampton	8	New York, NY
1	yes	Taylor, Mr. Elmer Zebley	male	40 - 49	48	1	0	19996	52.0000	50	C126	Southampton	5 7	London /  East Orange, NJ
1	yes	Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)	female	unknown		1	0	19996	52.0000	50	C126	Southampton	5 7	London /  East Orange, NJ
1	no	Thayer, Mr. John Borland	male	40 - 49	49	1	1	17421	110.8833	110	C68	Cherbourg		Haverford, PA
1	yes	Thayer, Mr. John Borland Jr	male	10 - 19	17	0	2	17421	110.8833	110	C70	Cherbourg	B	Haverford, PA
1	yes	Thayer, Mrs. John Borland (Marian Longstreth Morris)	female	30 - 39	39	1	1	17421	110.8833	110	C68	Cherbourg	4	Haverford, PA
1	yes	Thorne, Mrs. Gertrude Maybelle	female	unknown		0	0	PC 17585	79.2000	80		Cherbourg	D	New York, NY
1	yes	Tucker, Mr. Gilbert Milligan Jr	male	30 - 39	31	0	0	2543	28.5375	30	C53	Cherbourg	7	Albany, NY
1	no	Uruchurtu, Don. Manuel E	male	40 - 49	40	0	0	PC 17601	27.7208	30		Cherbourg		Mexico City, Mexico
1	no	Van der hoef, Mr. Wyckoff	male	60 - 69	61	0	0	111240	33.5000	30	B19	Southampton		Brooklyn, NY
1	no	Walker, Mr. William Anderson	male	40 - 49	47	0	0	36967	34.0208	30	D46	Southampton		East Orange, NJ
1	yes	Ward, Miss. Anna	female	30 - 39	35	0	0	PC 17755	512.3292	510		Cherbourg	3	
1	no	Warren, Mr. Frank Manley	male	60 - 69	64	1	0	110813	75.2500	80	D37	Cherbourg		Portland, OR
1	yes	Warren, Mrs. Frank Manley (Anna Sophia Atkinson)	female	60 - 69	60	1	0	110813	75.2500	80	D37	Cherbourg	5	Portland, OR
1	no	Weir, Col. John	male	60 - 69	60	0	0	113800	26.5500	30		Southampton		England Salt Lake City, Utah
1	no	White, Mr. Percival Wayland	male	50 - 59	54	0	1	35281	77.2875	80	D26	Southampton		Brunswick, ME
1	no	White, Mr. Richard Frasar	male	20 - 29	21	0	1	35281	77.2875	80	D26	Southampton		Brunswick, ME
1	yes	White, Mrs. John Stuart (Ella Holmes)	female	50 - 59	55	0	0	PC 17760	135.6333	140	C32	Cherbourg	8	New York, NY / Briarcliff Manor NY
1	yes	Wick, Miss. Mary Natalie	female	30 - 39	31	0	2	36928	164.8667	160	C7	Southampton	8	Youngstown, OH
1	no	Wick, Mr. George Dennick	male	50 - 59	57	1	1	36928	164.8667	160		Southampton		Youngstown, OH
1	yes	Wick, Mrs. George Dennick (Mary Hitchcock)	female	40 - 49	45	1	1	36928	164.8667	160		Southampton	8	Youngstown, OH
1	no	Widener, Mr. George Dunton	male	50 - 59	50	1	1	113503	211.5000	210	C80	Cherbourg		Elkins Park, PA
1	no	Widener, Mr. Harry Elkins	male	20 - 29	27	0	2	113503	211.5000	210	C82	Cherbourg		Elkins Park, PA
1	yes	Widener, Mrs. George Dunton (Eleanor Elkins)	female	50 - 59	50	1	1	113503	211.5000	210	C80	Cherbourg	4	Elkins Park, PA
1	yes	Willard, Miss. Constance	female	20 - 29	21	0	0	113795	26.5500	30		Southampton	8 10	Duluth, MN
1	no	Williams, Mr. Charles Duane	male	50 - 59	51	0	1	PC 17597	61.3792	60		Cherbourg		Geneva, Switzerland / Radnor, PA
1	yes	Williams, Mr. Richard Norris II	male	20 - 29	21	0	1	PC 17597	61.3792	60		Cherbourg	A	Geneva, Switzerland / Radnor, PA
1	no	Williams-Lambert, Mr. Fletcher Fellows	male	unknown		0	0	113510	35.0000	40	C128	Southampton		London, England
1	yes	Wilson, Miss. Helen Alice	female	30 - 39	31	0	0	16966	134.5000	130	E39 E41	Cherbourg	3	
1	yes	Woolner, Mr. Hugh	male	unknown		0	0	19947	35.5000	40	C52	Southampton	D	London, England
1	no	Wright, Mr. George	male	60 - 69	62	0	0	113807	26.5500	30		Southampton		Halifax, NS
1	yes	Young, Miss. Marie Grice	female	30 - 39	36	0	0	PC 17760	135.6333	140	C32	Cherbourg	8	New York, NY / Washington, DC
2	no	Abelson, Mr. Samuel	male	30 - 39	30	1	0	P/PP 3381	24.0000	20		Cherbourg		Russia New York, NY
2	yes	Abelson, Mrs. Samuel (Hannah Wizosky)	female	20 - 29	28	1	0	P/PP 3381	24.0000	20		Cherbourg	10	Russia New York, NY
2	no	Aldworth, Mr. Charles Augustus	male	30 - 39	30	0	0	248744	13.0000	10		Southampton		Bryn Mawr, PA, USA
2	no	Andrew, Mr. Edgardo Samuel	male	10 - 19	18	0	0	231945	11.5000	10		Southampton		Buenos Aires, Argentina / New Jersey, NJ
2	no	Andrew, Mr. Frank Thomas	male	20 - 29	25	0	0	C.A. 34050	10.5000	10		Southampton		Cornwall, England Houghton, MI
2	no	Angle, Mr. William A	male	30 - 39	34	1	0	226875	26.0000	30		Southampton		Warwick, England
2	yes	Angle, Mrs. William A (Florence "Mary" Agnes Hughes)	female	30 - 39	36	1	0	226875	26.0000	30		Southampton	11	Warwick, England
2	no	Ashby, Mr. John	male	50 - 59	57	0	0	244346	13.0000	10		Southampton		West Hoboken, NJ
2	no	Bailey, Mr. Percy Andrew	male	10 - 19	18	0	0	29108	11.5000	10		Southampton		Penzance, Cornwall / Akron, OH
2	no	Baimbrigge, Mr. Charles Robert	male	20 - 29	23	0	0	C.A. 31030	10.5000	10		Southampton		Guernsey
2	yes	Ball, Mrs. (Ada E Hall)	female	30 - 39	36	0	0	28551	13.0000	10	D	Southampton	10	Bristol, Avon / Jacksonville, FL
2	no	Banfield, Mr. Frederick James	male	20 - 29	28	0	0	C.A./SOTON 34068	10.5000	10		Southampton		Plymouth, Dorset / Houghton, MI
2	no	Bateman, Rev. Robert James	male	50 - 59	51	0	0	S.O.P. 1166	12.5250	10		Southampton		Jacksonville, FL
2	yes	Beane, Mr. Edward	male	30 - 39	32	1	0	2908	26.0000	30		Southampton	13	Norwich / New York, NY
2	yes	Beane, Mrs. Edward (Ethel Clarke)	female	10 - 19	19	1	0	2908	26.0000	30		Southampton	13	Norwich / New York, NY
2	no	Beauchamp, Mr. Henry James	male	20 - 29	28	0	0	244358	26.0000	30		Southampton		England
2	yes	Becker, Master. Richard F	male	0 - 9	1	2	1	230136	39.0000	40	F4	Southampton	11	Guntur, India / Benton Harbour, MI
2	yes	Becker, Miss. Marion Louise	female	0 - 9	4	2	1	230136	39.0000	40	F4	Southampton	11	Guntur, India / Benton Harbour, MI
2	yes	Becker, Miss. Ruth Elizabeth	female	10 - 19	12	2	1	230136	39.0000	40	F4	Southampton	13	Guntur, India / Benton Harbour, MI
2	yes	Becker, Mrs. Allen Oliver (Nellie E Baumgardner)	female	30 - 39	36	0	3	230136	39.0000	40	F4	Southampton	11	Guntur, India / Benton Harbour, MI
2	yes	Beesley, Mr. Lawrence	male	30 - 39	34	0	0	248698	13.0000	10	D56	Southampton	13	London
2	yes	Bentham, Miss. Lilian W	female	10 - 19	19	0	0	28404	13.0000	10		Southampton	12	Rochester, NY
2	no	Berriman, Mr. William John	male	20 - 29	23	0	0	28425	13.0000	10		Southampton		St Ives, Cornwall / Calumet, MI
2	no	Botsford, Mr. William Hull	male	20 - 29	26	0	0	237670	13.0000	10		Southampton		Elmira, NY / Orange, NJ
2	no	Bowenur, Mr. Solomon	male	40 - 49	42	0	0	211535	13.0000	10		Southampton		London
2	no	Bracken, Mr. James H	male	20 - 29	27	0	0	220367	13.0000	10		Southampton		Lake Arthur, Chavez County, NM
2	yes	Brown, Miss. Amelia "Mildred"	female	20 - 29	24	0	0	248733	13.0000	10	F33	Southampton	11	London / Montreal, PQ
2	yes	Brown, Miss. Edith Eileen	female	10 - 19	15	0	2	29750	39.0000	40		Southampton	14	Cape Town, South Africa / Seattle, WA
2	no	Brown, Mr. Thomas William Solomon	male	60 - 69	60	1	1	29750	39.0000	40		Southampton		Cape Town, South Africa / Seattle, WA
2	yes	Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)	female	40 - 49	40	1	1	29750	39.0000	40		Southampton	14	Cape Town, South Africa / Seattle, WA
2	yes	Bryhl, Miss. Dagmar Jenny Ingeborg 	female	20 - 29	20	1	0	236853	26.0000	30		Southampton	12	Skara, Sweden / Rockford, IL
2	no	Bryhl, Mr. Kurt Arnold Gottfrid	male	20 - 29	25	1	0	236853	26.0000	30		Southampton		Skara, Sweden / Rockford, IL
2	yes	Buss, Miss. Kate	female	30 - 39	36	0	0	27849	13.0000	10		Southampton	9	Sittingbourne, England / San Diego, CA
2	no	Butler, Mr. Reginald Fenton	male	20 - 29	25	0	0	234686	13.0000	10		Southampton		Southsea, Hants
2	no	Byles, Rev. Thomas Roussel Davids	male	40 - 49	42	0	0	244310	13.0000	10		Southampton		London
2	yes	Bystrom, Mrs. (Karolina)	female	40 - 49	42	0	0	236852	13.0000	10		Southampton		New York, NY
2	yes	Caldwell, Master. Alden Gates	male	0 - 9	0.8333	0	2	248738	29.0000	30		Southampton	13	Bangkok, Thailand / Roseville, IL
2	yes	Caldwell, Mr. Albert Francis	male	20 - 29	26	1	1	248738	29.0000	30		Southampton	13	Bangkok, Thailand / Roseville, IL
2	yes	Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)	female	20 - 29	22	1	1	248738	29.0000	30		Southampton	13	Bangkok, Thailand / Roseville, IL
2	yes	Cameron, Miss. Clear Annie	female	30 - 39	35	0	0	F.C.C. 13528	21.0000	20		Southampton	14	Mamaroneck, NY
2	no	Campbell, Mr. William	male	unknown		0	0	239853	0.0000	0		Southampton		Belfast
2	no	Carbines, Mr. William	male	10 - 19	19	0	0	28424	13.0000	10		Southampton		St Ives, Cornwall / Calumet, MI
2	no	Carter, Mrs. Ernest Courtenay (Lilian Hughes)	female	40 - 49	44	1	0	244252	26.0000	30		Southampton		London
2	no	Carter, Rev. Ernest Courtenay	male	50 - 59	54	1	0	244252	26.0000	30		Southampton		London
2	no	Chapman, Mr. Charles Henry	male	50 - 59	52	0	0	248731	13.5000	10		Southampton		Bronx, NY
2	no	Chapman, Mr. John Henry	male	30 - 39	37	1	0	SC/AH 29037	26.0000	30		Southampton		Cornwall / Spokane, WA
2	no	Chapman, Mrs. John Henry (Sara Elizabeth Lawry)	female	20 - 29	29	1	0	SC/AH 29037	26.0000	30		Southampton		Cornwall / Spokane, WA
2	yes	Christy, Miss. Julie Rachel	female	20 - 29	25	1	1	237789	30.0000	30		Southampton	12	London
2	yes	Christy, Mrs. (Alice Frances)	female	40 - 49	45	0	2	237789	30.0000	30		Southampton	12	London
2	no	Clarke, Mr. Charles Valentine	male	20 - 29	29	1	0	2003	26.0000	30		Southampton		England / San Francisco, CA
2	yes	Clarke, Mrs. Charles V (Ada Maria Winfield)	female	20 - 29	28	1	0	2003	26.0000	30		Southampton	14	England / San Francisco, CA
2	no	Coleridge, Mr. Reginald Charles	male	20 - 29	29	0	0	W./C. 14263	10.5000	10		Southampton		Hartford, Huntingdonshire
2	no	Collander, Mr. Erik Gustaf	male	20 - 29	28	0	0	248740	13.0000	10		Southampton		Helsinki, Finland Ashtabula, Ohio
2	yes	Collett, Mr. Sidney C Stuart	male	20 - 29	24	0	0	28034	10.5000	10		Southampton	9	London / Fort Byron, NY
2	yes	Collyer, Miss. Marjorie "Lottie"	female	0 - 9	8	0	2	C.A. 31921	26.2500	30		Southampton	14	Bishopstoke, Hants / Fayette Valley, ID
2	no	Collyer, Mr. Harvey	male	30 - 39	31	1	1	C.A. 31921	26.2500	30		Southampton		Bishopstoke, Hants / Fayette Valley, ID
2	yes	Collyer, Mrs. Harvey (Charlotte Annie Tate)	female	30 - 39	31	1	1	C.A. 31921	26.2500	30		Southampton	14	Bishopstoke, Hants / Fayette Valley, ID
2	yes	Cook, Mrs. (Selena Rogers)	female	20 - 29	22	0	0	W./C. 14266	10.5000	10	F33	Southampton	14	Pennsylvania
2	no	Corbett, Mrs. Walter H (Irene Colvin)	female	30 - 39	30	0	0	237249	13.0000	10		Southampton		Provo, UT
2	no	Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)	female	unknown		0	0	F.C.C. 13534	21.0000	20		Southampton		Upper Burma, India Pittsburgh, PA
2	no	Cotterill, Mr. Henry "Harry"	male	20 - 29	21	0	0	29107	11.5000	10		Southampton		Penzance, Cornwall / Akron, OH
2	no	Cunningham, Mr. Alfred Fleming	male	unknown		0	0	239853	0.0000	0		Southampton		Belfast
2	yes	Davies, Master. John Morgan Jr	male	0 - 9	8	1	1	C.A. 33112	36.7500	40		Southampton	14	St Ives, Cornwall / Hancock, MI
2	no	Davies, Mr. Charles Henry	male	10 - 19	18	0	0	S.O.C. 14879	73.5000	70		Southampton		Lyndhurst, England
2	yes	Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) 	female	40 - 49	48	0	2	C.A. 33112	36.7500	40		Southampton	14	St Ives, Cornwall / Hancock, MI
2	yes	Davis, Miss. Mary	female	20 - 29	28	0	0	237668	13.0000	10		Southampton	13	London / Staten Island, NY
2	no	de Brito, Mr. Jose Joaquim	male	30 - 39	32	0	0	244360	13.0000	10		Southampton		Portugal / Sau Paulo, Brazil
2	no	Deacon, Mr. Percy William	male	10 - 19	17	0	0	S.O.C. 14879	73.5000	70		Southampton		
2	no	del Carlo, Mr. Sebastiano	male	20 - 29	29	1	0	SC/PARIS 2167	27.7208	30		Cherbourg		Lucca, Italy / California
2	yes	del Carlo, Mrs. Sebastiano (Argenia Genovesi)	female	20 - 29	24	1	0	SC/PARIS 2167	27.7208	30		Cherbourg	12	Lucca, Italy / California
2	no	Denbury, Mr. Herbert	male	20 - 29	25	0	0	C.A. 31029	31.5000	30		Southampton		Guernsey / Elizabeth, NJ
2	no	Dibden, Mr. William	male	10 - 19	18	0	0	S.O.C. 14879	73.5000	70		Southampton		New Forest, England
2	yes	Doling, Miss. Elsie	female	10 - 19	18	0	1	231919	23.0000	20		Southampton		Southampton
2	yes	Doling, Mrs. John T (Ada Julia Bone)	female	30 - 39	34	0	1	231919	23.0000	20		Southampton		Southampton
2	no	Downton, Mr. William James	male	50 - 59	54	0	0	28403	26.0000	30		Southampton		Holley, NY
2	yes	Drew, Master. Marshall Brines	male	0 - 9	8	0	2	28220	32.5000	30		Southampton	10	Greenport, NY
2	no	Drew, Mr. James Vivian	male	40 - 49	42	1	1	28220	32.5000	30		Southampton		Greenport, NY
2	yes	Drew, Mrs. James Vivian (Lulu Thorne Christian)	female	30 - 39	34	1	1	28220	32.5000	30		Southampton	10	Greenport, NY
2	yes	Duran y More, Miss. Asuncion	female	20 - 29	27	1	0	SC/PARIS 2149	13.8583	10		Cherbourg	12	Barcelona, Spain / Havana, Cuba
2	yes	Duran y More, Miss. Florentina	female	30 - 39	30	1	0	SC/PARIS 2148	13.8583	10		Cherbourg	12	Barcelona, Spain / Havana, Cuba
2	no	Eitemiller, Mr. George Floyd	male	20 - 29	23	0	0	29751	13.0000	10		Southampton		England / Detroit, MI
2	no	Enander, Mr. Ingvar	male	20 - 29	21	0	0	236854	13.0000	10		Southampton		Goteborg, Sweden / Rockford, IL
2	no	Fahlstrom, Mr. Arne Jonas	male	10 - 19	18	0	0	236171	13.0000	10		Southampton		Oslo, Norway Bayonne, NJ
2	no	Faunthorpe, Mr. Harry	male	40 - 49	40	1	0	2926	26.0000	30		Southampton		England / Philadelphia, PA
2	yes	Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)	female	20 - 29	29	1	0	2926	26.0000	30		Southampton	16	
2	no	Fillbrook, Mr. Joseph Charles	male	10 - 19	18	0	0	C.A. 15185	10.5000	10		Southampton		Cornwall / Houghton, MI
2	no	Fox, Mr. Stanley Hubert	male	30 - 39	36	0	0	229236	13.0000	10		Southampton		Rochester, NY
2	no	Frost, Mr. Anthony Wood "Archie"	male	unknown		0	0	239854	0.0000	0		Southampton		Belfast
2	no	Funk, Miss. Annie Clemmer	female	30 - 39	38	0	0	237671	13.0000	10		Southampton		Janjgir, India / Pennsylvania
